texto_final,sentimento
morangonativa spa morango ruby nova linha cuidados boticário traz sofisticação morango vitamina c | vivass assessoria &amp; comunicação,0
boticário podia aproveitar nova garota propagando vulgo mc rebecca lançar linha maquiagem realmente atendesse pessoas todos tons pele preta. tudo!,0
doido dias tava provando perfume boticário lembrei umas pessoas haiajaisjsu,0
ver uns perfume boticário muié enfia 11 perfume vez nariz achei fav,0
favorito!!!! wish linha capricho boticário,0
agr descobri boticario fez linha perfumaria dedicada festival parintins. boticario amooooooooo,1
decepção boticário tá alta,-1
lançamento body splash morango ruby boticário rosto_com_sorriso_marotorosto_com_sorriso_marotorosto_com_sorriso_marotorosto_com_sorriso_marotorosto_com_sorriso_maroto,0
ventura quiser comprar boticário comprem comigo gentileza ok amigos agradecido,0
louco lançamento boticário rosto_sorridente_com_3_corações,1
grupo boticário quer lançar batom aplicação automática,0
dona boticário brilhos dá gatilhosbrilhos chama publi dono brilhos rosto_embriagadorosto_embriagadorosto_embriagado,0
brilhos recado chama firma a/da boticário amo vocês correto o/do boticário brilhos sigam dicas rosto_aliviado,0
trabalho pro boticário quiser vaga,0
boticário todo coração coração_vermelho,1
mds ódiogastei 30 conto corretivo boticário embalagem tamanho dedo mindinho mds capitalismo pagaaaaaaaaaaaaa,-1
preciso desinstalar apps shein shopee netshoes dafiti zattini renner amazon mercado livre c&amp;a boticário kanui tô passando,0
boticário celebra retorno festival parintins apoio oficial apresentações bois garantido caprichoso arena,0
mãe praticamente boticário todinho armário todos produtos lily não deixa nem chegar perto rosto_espirrando,0
belíssima nessa campanha boticário,1
hj esqueci garrafinha trabalho voltei pegar dps passei boticario esqueci garrafinha la voltei boticário trocar produto pegar garrafinha esqueci pegar novo deus,0
ganhei kit maravilhoso cabelo boticário rosto_sorridente_com_olhos_de_coração,1
nativa spa morango ruby nova linha boticário traz sofisticação morango vitamina c,0
impossível entrar boticário sair apenas perfume,0
dois dias assinei uau box fiz compra shein fiz compra boticário comprei livros rosto_de_palhaço,0
parça pode vender jequiti contem 1 grama chocolate salgados boticário marmita fazer uber fds garçom tbm fds pode criar vender frango assado etc etc. passa fome não conhecimento. examente tentando impedir conhecimento financeiro.,0
ver falando isso lembrei única vaga organizacional inscrevi vida auxiliar questões diversidade grupo boticário cara fiquei besta vaga sério trabalharia fácil nessa área.,0
batom cupom boticário,0
nossa pois é!! experimentei não curti acabei não comprando. boticário super durou dia testei agora comprei achei não fixação. enfim vou insistir pouco kkk,-1
hidratante lily boticário. adormece acorda cheirosa.,1
conheci moça vende boticário comprei 3 perfumes rosto_sorridente,1
doida saber cheiro lançamento boticário,0
devem sabendo lançamento nativa spa morango ruby né? nova linha boticário promete potência vitamina c rotina! quero experimentar vcs? melhor promo 20% off + frete grátis! seta_para_a_direita  aproveita! validade 30/06,0
natura unilever ypê veja ranking marcas reconhecidas esg brasil #bancodobrasil #boticário #coca-cola,0
toda vez saio boticário pobre,0
amiga comprei riachuelo everlast. boticário deixou 100% desejar.,0
inscrevi vaga boticário ser vai,0
promo kits presente boticário também! lista mara 35% desconto! seta_para_a_direita  estoque limitado xuxu! vai! validade 30/06/22 #perfumaria #perfume,0
achadinho boti tbm! brilhoskit quasar boticário r$7290 r$4590 seta_para_a_direita  aproveita! validade 30/06/22,0
vou mandar email todo dia pro boticario ate voltarem fazer perfume favorito,0
prevejo boicote direita. boticário mc donalds carro polo tantos outros. logo menos estarão vivendo caverna.,0
eudora boticário melhores marcas,1
amando cuide bem pêssego boticário odiei vaquinha,0
não resisti comprei kit boticário mês vem surto vem fatura,-1
passou moça reclamando preço perfume ch amor importado parfum duas borrifadas cheiro agarra deixar nem lavando sai não avon boticário jequiti carolina herrera,-1
chateada boticário realmente cancelou promoção body splash,-1
quero trabalhar cadê boticário #jornaljadré,0
mtoo influenciável assisti poddelas aniversário rafa quero comprar negócio boticário morango lançou rosto_desoladorosto_desoladorosto_desolado,-1
etiqueta #oboticario oferta dorso_da_mão_com_dedo_indicador_apontando_para_a_direita kit malbec dinheiro_voando preço r$9890 link link  ingresso_de_cinema cupons boticário link  #ofertasoboticario #oboticariobr seta_curva_da_esquerda_para_a_direita,0
eu vou entrar loja boticário 2s depois rosto_espirrandorosto_espirrandorosto_espirrando,-1
agora semana recebo pago boticário núbia vou buscar tênis mulher_fazendo_gesto_de_“ok”_pele_morena,0
mano quasar boticário delicia puta pariuuuuu perfume bom bixiga,1
inteligência artificial novo batom grupo boticário recurso aplicação automática  #ipnews #ti #tecnologia #grupoboticário,0
sirene cupons boticário seta_para_a_direita 20% off primeira compra site ingresso_de_cinema bemvindo20 link  seta_para_a_direita 30% off primeira compra app ingresso_de_cinema bemvindo30 link  informações válidos dia 03/07! #cupom #oboticario,0
ano passado ganhei body splash apaixonada cheiro dele. enfim quero conhecer outras linhas boticário porque realmente cheiroso!,1
nossa nunca perfume boticário porque preconceito marcas nacionais (espírito vira-latapessoa_decepcionada). usei máscara hidratação irmã além cabelo ter ficado surreal ficou muitoooo cheiroso uns 2 dias,1
paguei menina boticário  menos dívida mãos_juntas,1
boticário não sai nem reza pincel,0
comprei body splash boticário cacto juliette tá feliz?,0
hoje manhã falei não gasto nada mês acabei encomendar perfume boticário.,0
vou falar boticário arrasou lily creme perfume óleo bruma... manoo cheiroso é fixação perfeita.,1
plot twist falando perfume boticário tempo inteiro,0
nova linha boticário morango ta gostosaa fiquei doidin body spray,1
vou tomar umas não vou pensar pade vou ficar boticário ficar beba,0
vou lá boticário comprar perfume cartão namorado,0
boticário,0
posso fazer dívida? não. quero linha morango ruby boticário? quero!,0
coleção cremes boticário rosto_sorridente_com_olhos_de_coração,1
tá gastando boticário rosto_com_olho_espiando,0
shampoo boticário bom? queria testar,0
uso boticário apaixonada não troco todo mundo elogia mtooo,1
melhor compra mês perfume florata boticário coração_vermelho,1
grupo boticário abre vagas emprego,0
nativa spa morango ruby nova linha cuidados boticário traz sofisticação morango vitamina c,0
bom dia caralhoooo! hoje cheirinho sextou!!! ansioso usar nova linha boticário pêssego!,1
gente boticário não respondeu to decepcionada rosto_chorando,0
perfume glamour secrets black boticário segundo melhor perfume dps egeo dolce,0
"alguém usou lançamento boticário ""214""?? tô coçando não comprar queria saber vale pena",0
comprei perfume boticário amei rosto_sorridente_com_3_corações,1
boticáriorosto_sorridente_com_olhos_de_coraçãobandeira_brasil botikcoração_vermelho &lt;retinol puro&gt;rosto_com_olho_piscando,1
tomei tanto pé bunda processo seletivo boticário tô tomando asco,-1
ganhei sorteio boticário esmalte_de_unha,0
boticário podia patrocinar todo mês facada,0
passar frente boticário dói..,-1
nativa spa morango boticário cheiroso mano hidratou tudo,0
ai mt gostosinho cheiro coffee seduction boticario amei,1
gente hidratante doce leite boticário bom fico cheirosa dia todoo rosto_sorridente_com_3_corações,1
aconselhei pegar amostra gratis boticario ano passado botik acido glicólico (a amostra ta sendo vendida uns 50 bom),0
match cauterização boticário tresemme detox. gosto bem acessíveis,0
campanha joão boticário reúne tradição novo,0
"eu babando dizendo ""rebecca...rosto_babandorosto_com_boca_aberta caramba rebecca rebecca"" comercial boticário marido olhando julgando. amor cala boca! naipe_de_copas rosto_babando",1
tô acostumando fato não possível usar perfume importado dia dia comprei botica 214 verano en firenze. ameeeei cheiro porra boticário fixação 2h edp tá sacanagem,-1
rebecca vt boticário maravilhosa rosto_espirrandorosto_fervendo_de_calorrosto_sorridente_com_3_corações,1
quero logo ir embora dessa escola usar kit boticário,0
esqueceu boticário natura…,0
tambem não cliente santander (queermuseu) omo burger king (crianças ideologia gênero) boticário natura.,0
ido boticario shopping sábado evitado isso porque poderia ter avisado,0
vivendo chegada comprinhas shoppe boticário rosto_segurando_as_lágrimas,1
comprar boticário aqui vila demanda horrível pessoa_decepcionadapessoa_decepcionadarosto_sonolento,-1
amo pois assaltava boticário levar lilly egeo.,1
perfume hidratante metade quero boticário ontem,0
inclua boticário tbm,0
channel natura boticário .... coisas lá valio$a$,0
natura avon boticário...,0
boticário participando ucchella rosto_sorridente_com_olhos_de_coração,1
vó arsenal hidratante/sabonete/esfoliante/perfume avon/natura/boticário. gente juro tava mexendo agora coisas (com ela) relembrar tudo coisa caralho vontade sair pegando porque pedir inclusive peguei hj,0
“preta boticário “ foda rolando_no_chão_de_rirrosto_risonho_com_gota_de_suor,1
uso dois  irei mudar desses boticário  the blend.,0
pedi cheiros boticário rosto_sorridente_com_3_corações,1
ta exigente em nenhum boticário,0
porra boticário tá festa rafa uccman funcionária dão sonho valsa rosto_de_palhaço,-1
facada boticário. mulher_decepcionada_pele_morena,-1
máscara boticário outro nível cabelo tá cheiroso mds,1
boticário lançando linha nova aguardando brinde app,0
sabia professora filho dono boticario,0
morango ruby boticário simples gostosos delícia.,1
legal geral ta ocupado tempos mau ta conversando quase todo mundo mesma ideia presente mãe agora conglomerado cremes boticário,-1
agora ainda boticário natura ...para ter futuro.,0
esquecido existia perfume boticário mano mim make ultimamente rosto_de_palhaçorosto_de_palhaçorosto_de_palhaço,0
genteee fazendo comercial boticáriolocal_de_cultolocal_de_cultolocal_de_cultolocal_de_cultorosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_de_gato_sorridente_com_olhos_de_coraçãorosto_de_gato_sorridente_com_olhos_de_coraçãorosto_de_gato_sorridente_com_olhos_de_coraçãorosto_de_gato_sorridente_com_olhos_de_coração,1
menina jenni contou. boticário fez cine ar livre lá praça graça ainda passando homem aranha tudo,1
instante cheguei vi sacola boticário achei irmão dado perfume daí lembrei mão vaca pagar kkk,0
amor envolvido mim boticário rosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coração,1
nunca hipótese alguma usem creme acetinado lily boticário. jeitinho hidrata corpo deixando bem perfumado pele fica realmente acetinada torna impossível aceitar qualquer outro hidratante abaixo daquilo. cilada,1
amiga perfume eh desses baratinhos boticário kkk,0
mds hidratante novo boticário deve cheirosíssimo,1
mc rebecca tá gata nesse comercial boticário arrasou mãos_aplaudindo_pele_morena_claramãos_aplaudindo_pele_morena_claramãos_aplaudindo_pele_morena_clararosto_sorridente_com_olhos_de_coração,1
completamente hipnotizada rebecca propaganda boticário rosto_ruborizadorosto_sorridente_com_olhos_de_coraçãorosto_fervendo_de_calor,1
caraca mc rebecca tudo nesse comercial boticário garota vermelho,1
rebeca tá lindaaa comercial boticário,1
tá maravilhosa nessa propaganda boticário rosto_fervendo_de_calorcoração_em_chamas,1
luxo rebecca propaganda boticário,1
rebecca linda nesse comercial boticário,1
gente momento vulnerabilidade não uso máscara bumbum boticário porque fala deixar 15 minutos sinceramente alguém 15 minutos ficar bunda,0
luta. entrei boticário falei querida param lacrar mudo prá berenice. enquanto linha. olhe lá.,-1
viagem encantada boticário melhor cheiro mundo,1
hora dentro boticário cheirando perfume gata não soube escolher,0
boticário querendo passasse nem batonzinho,0
ta perfeita campanha boticário corações_girandocorações_girando,1
boticário retinol+ deixa pele ryca acho barata pros padrões atuais base qualidade boa uns 120 reais. construir camada rende bastante.,0
gente tá lindíssima nessa propaganda boticário! rosto_sorridente_com_olhos_de_coração,1
rebecca linda comercial boticário puta pariu pretaaa,1
rebecca nesse comercial boticário?,0
comercial boticário maravilhosaaaaaaa,1
manoooooo ficou maravilhosa publi boticário puta pariu mulherrrrrrrrrr,1
