texto,sentimento
"2° Break #AmanhãÉParaSempre140

Vivo
O Boticário
Mix Lar
Ó Carol
Downy
Giraffas
Ó Diniz
Imecap
Espaçolaser
+Votados #TroféuImprensa
Lot Caixa
Enterogermina

Div Rede (P Alegre/RS)

Ch #SBTRioGrande 2ª Ed
Min Saúde
TRESemmé
Bepantol Derma
Lebes
Quentão Aliança

Ch #CarinhaDeAnjo https://t.co/9z0FMRr7KY",0
"Eu amo a boticário, amo tá cheirosa pqp.",1
"Já usavamos creme perfumado, antes do Boticário 😭😂",0
"me identifiquei com vários no tuite original: perfume boticário, escada rolante, mcdonalds, extensão telefônica. eu era uma criança muito colona!!",0
@erikscy é o da boticario?,0
"quero agradecer a boticário pela invenção do creme morango e leite
me sinto uma vitamina de morango 24h por dia 🤩",1
"comprei os hidratantes no site da boticário ontem, e acabaram de entregar",0
Esse creme de ameixa da Boticário elevou o nível de cheiro de hidratante corporal. Puta que pariu 😍,1
na dúvida se compro a linha da eudora ou da boticário p cabelo 🥺,-1
"comprei um kit na boticário da Liz, e mandei p ele “ganhei” e ele perguntou de quem, e eu “de você”, “é pra você pagar”, e funcionou meninas podem aderir 🤣🥰🥰",1
@Am0rym_ @oBoticario o boticario,0
"Aí na moral, tem. Mano que maluco é MT correira, mas correria msm...
Trampa CMG,vende Natura,boticário,Avon,roupa,conserta celulares, vende droga, e ainda joga um Fut no sábado.... Sensacional, brother vai longe🚀",0
"Produtos de marca tipo Boticário, quando eu ganhava algo da marca eu ficava ""NOSSA QUE CHIQUE"", hoje compro meus hidratantes que gosto lá e fico 👍🏼",0
em depressão profunda por n ter passado no programa de estágio do boticário,-1
"Comprar roupas em lojas de departamento, bolacha champanhe, carro com vidro elétrico, produtos da Maybelline e Boticário 😂",0
O que é esse body splash de pêssego da o Boticário… que cheirinho incrível,1
Viciada em boticário 😔,-1
"comprei o body splash deleite da boticário e eu tô simplesmente apaixonada, é o cheirinho mais gostoso do mundo 😍🥺",1
O menino que fui dança começou falar do meu perfume pq ele trabalha na boticário quando vi tava falando da minha vida toda pra ele já kkkkkk,0
"Pra quem ama o cheiro “beijinho” da Boticário, assim como eu, o hidratante está na promoção no appp 🥰🥰🥰",1
"a base da Catharine Hill é com certeza a melhor que eu já usei, esmurra base fluida do boticario que tem mais óleo do que cor",0
Doida pelo creme de pêssego da Boticário,0
óleo de ameixa negra do boticário eu te amo vc é minha religião,1
"@BiodiversidadeB Eu só conheci o cachorro-vinagre, por causa d ruma fita cassete antiga da @boticario, que falava sobre os animais do Brasil.",0
"@choracuica perfumes da boticário, em especial esse aqui que uma amiga rica minha tinha. https://t.co/NcC93sTw86",0
@celsojnr78 atualização: aprendi com o meu cliente que o Men Only do O Boticário substitui fácil o 212 por um precinho honesto!,0
"@mgmyself Olha... Eu gosto muito do Zaad da Boticário e do Araucária da Loccitane.

De qual ruim queremos falar?",1
"@FiatBR Fiat, burger King, boticário entre outros, lacrando e detonando com a família brasileira. Nao merecem destaques no comércio Brasileiro.  Comprem de qualquer outra concorrência, lute pela libertação do nosso país.",-1
@choracuica Perfume da Boticário,0
@choracuica Shampoo/condicionador O Boticário,0
"12:40:27 #ações_preventivas local: Pedro Boticário, Partenon, #Porto_alegre - vistoria de funcionamento",0
Quero saber quando é que o Boticário vai lançar um bonequinho do Boti,0
Ana da Boticário do Tatuapé vc é um anjo e uma excelente profissional parabéns,1
"Compras Março/Abril 2022: Boticário, L`oreal, Skinerie, Primor... https://t.co/4bQ9qldeun via @YouTube",0
nossa amanhã vou entrevistar dois perfis sênior’s um deles inclusive eh um dos fodinhas do boticário… vou botar uma panca pq hora q eles verem minha cara de pirralho nem vai levar a sério a entrevista,0
Bom dia gastando 500 reais com Boticário,0
"https://t.co/GxDnxF2zht

Multimarcas natura, boticário, jequiti, oui, avon, quem disse, berenice? e eudora. em Sao Paulo Capital https://t.co/A8lqf8cvXV",0
"Esse hidratante   elysée da boticário é vida cara , cheiroso deeemais ainda comprei o perfume fica melhor ainda 😏🤭🥰",1
"essa linha nova da o boticário de morango ruby é muito cheirosa, to doida pra comprar tudo",1
indo hoje no o boticário cheirar https://t.co/4it7BGrm5v,0
Eu vejo os lançamentos de creme da Boticário e fico louca querendo que odiooooooo eu odeio ser pobre,-1
Boticário eh tudo pra mim grrr,1
Sempre que peço o boticário nessa mulher é uma enrolação 😤,-1
"e que liderou projetos relevantes com grandes marcas como Bentley, Burberry, Coach, Tory Burch, TAM, Grupo Accor, O Boticário, Natura, Estée Lauder Group, Lexus, Honda, Volkswagem, Whirpool, Swarovski, Pandora, Nestlé e Johnson &amp; Johson.",0
"Quem tá doida pra comprar os novos produtinhos da Boticario com cheirinho de morango, ta aqui🥰",1
"comprei um óleo corporal da o boticário e ainda não usei, tô com pena kkkkkkk",0
"Fazer a propaganda aqui de um perfume de O Boticário: 214 Gold. Né bom normal não, viu!?",0
Ganhei um kit da boticário do coffe 😍,1
@SophiaSantosd12 @TheGeekOficial N sabia que o rato era um perfumista e boticário tbm,0
"07:58:33 #incêndio local: Pedro Boticário, Glória, #Porto_alegre - incêndio em loja",0
"o novo body splash da boticario de morango tem cheiro de tudo menos de morango, tirando que tem um forte cheiro de álcool, decepcionada",-1
"O Boticário lança Nativa SPA Morango Ruby, linha de cuidados para corpo e cabelo inspirada no morango, fruta que é símbolo de sofisticação e amada pelas brasileiras. 

📲 Contato: (62) 99801-0080

Acesse ➡️ https://t.co/IaCtwkJsZn https://t.co/nFCnl5Mr5j",0
O boticário que se tornou um dos maiores intelectuais espíritas do Brasil https://t.co/LqnR7XpbfT via @tabuol @UOL,0
Comprei um perfume na o boticário usei 3 vezes o perfume já acabou tô achando que veio pela metade,0
mas acho q dps vai ficar mais tranquilo vou me livrar de parcelamento q fiz na o boticário,0
obrigada pelos mimos pessegura da boticário !,1
"Nossa não me conformo q as pessoas pagam 150 conto num perfume do Boticário, pra ter o memo cheiro q todo mundo",0
Vou viciada em cremes corporais da Boticário 🥰 comprei um de beijinho ansiosa pra chegar logo.,1
"Boticario deve está muito feliz com essa trend, povo só usa boticario. E eu amoooooooo!",1
"Patriotas, peço contribuição para definir uma lista de empresas que devem receber o selo de inapropriadas para o consumo.
Exemplo:
Hering, Natura, Boticário...",-1
"E minha cunhada que mandou de presente um kit completinho do Boticário da linha SPA Ameixa Negra
🤩🥳❤️",1
o primeiro boticario,0
Incluam na lista O BOTICÁRIO.,0
"@freitas6388 @fofo_sergio Meu dinheiro ela não vê! Nem Natura e, depois do Dia dos Namorados, Boticário.",0
"Fui no Cidade hj pós serviço, toda trabalhada no uniforme e bota da obra.. a vendedora da boticário cagou pra mim, e eu super feliz com as compras q eu já tinha feito, inclusive em uma loja de jóias.. e não é a primeira vez que isso acontece, e eu não volto na loja NUNCA mais",-1
Alguém me dá a nova linha morango ruby da Boticário pfvr😩,-1
chegou aquele momento do mês q eu amo pegar brinde da boticário,1
"Doida pros meus produtos da boticário chegar logo, já estava cm sdds do cheirinho do lily no meu corpinho, mandei vir dois refil dele, ser mulher vaidosa e cheirosa custa caro 😌🥰🤦🏻‍♀",1
"@Cathari74 Boticário, Riachuelo, CeA, Fiat, Heineken... E por aí vai.",0
"@ClaraFernanndez Ela, o grupo O boticário, Natura...",0
"Vou dizer uma coisa, eu posso ser feia, mas sou cheirosa!

@AlvesStephanne e @Juugaf tão aí pra dizer se é mentira.

1/4 DO MEU SALÁRIO FICA NO BOTICÁRIO, FEDORENTA! TU TÁ PENSANDO QUE É QUEM PRA FALAR DO(S) MEU(S) CHEIRO(S) COM ESSA TUA CATINGA DE LATRINA, IMUNDA??? 😡 https://t.co/On4tifzRpH",-1
"Fui na Boticário comprei malbec magnetic, malbec x, uomini, hahah to cheirosão.",1
"Triste,não passei na segunda fase da seletiva do Grupo Boticário mas aprendi ao longo dessa responta a acreditar mais em mim pq não adianta acreditar só nos seus objetivos e sonhos se você não acredita em si mesmo, acreditar que eu mereço pq eu sou boa naquilo e não pq foi sorte.",-1
@quasemiss Uso os body Splashs da Natura e Boticário...perfeitinhos e leves pra dormir 🍃🍃,1
"#topOferta  Sérum Facial Perfeito Intense by Manu Gavassi 32ml - O Boticário - R$ 31,90  #beleza #saude https://t.co/oV3UPyug9K",0
"Correeee

Compre 1 produto dessa lista https://t.co/50U7Jz9LYn e ganhe os brindes da foto

#boticario https://t.co/54CRSVpMJ1",0
@oBoticario Cadê o Gui Napolitano com vcs O BOTICÁRIO?,0
"Eu saindo da Boticário depois de ter passado o cartão em 5x de 100,00",0
Crlho esse perfume 214 da Boticário que perfume FDP de gostoso 🤪🤤🥰,1
"O elysée da boticário é igualzinho ao si giorgio armani, to chocada",0
Ir no Boticário ficar experimentando perfume é meu maior hobbie,1
"tô viciada nos produtos de morango do boticário, já comprei o shampoo, condicionador, hidratante e agora fechei a compra da geleia esfoliante 🥰🥰🥰",1
namorando uma comprinha de 100 cruzeiros na boticário mds esse mês eu sofro com a pobreza não aguento mais vo chora,-1
"A mulher da loja de roupas de bebê achou que meu perfume era importado, pois achou muito cheiroso e tal...

Mas sabia que era ""O Boticário"" https://t.co/YHbYeTxpq5",0
"gente, alguém esqueceu uma bolsa da boticário no leal, achei e entreguei na recepção 

se souberem quem foi avisem que está na recepção lá",0
"🚨 CUPOM O BOTICÁRIO:

✨ Ganhe 04 brindes nas compras de QUALQUER valor!

🎟️ Cupom: PODDELAS 

🔗 Compre aqui: https://t.co/4l53GwzawU

#cupom #oboticario https://t.co/NsP7TMbU29",0
"✨ ALERTA DE BRINDES O Boticário 🚨😍

🏷 Use o cupom PODDELAS e ganhe 4 brindes em qualquer compra sem valor mínimo!

🛍 Link: https://t.co/KItRn08vWq https://t.co/9j3YaPOUDe",0
🍓Nativa SPA Morango Ruby: nova linha de cuidados do Boticário traz a sofisticação do morango e vitamina C | Vivass Assessoria &amp; Comunicação https://t.co/EXwAgmzoiC https://t.co/FsHZrE9rHz,0
Boticário podia aproveitar a nova garota propagando vulgo Mc Rebecca pra lançar uma linha de maquiagem que realmente atendesse pessoas com todos os tons de pele preta. Seria tudo!,0
"@_ferreiracesar É muito doido, esses dias tava provando perfume no Boticário e lembrei de umas pessoas haiajaisjsu",0
"fui ver uns perfume na boticário e a muié enfia 11 perfume de uma vez no meu nariz 
mas achei o meu fav",0
@braveforanahi é o meu favorito!!!! e também o wish da linha da capricho da Boticário,0
"AGR QUE EU DESCOBRI Q A BOTICARIO FEZ UMA LINHA DE PERFUMARIA DEDICADA AO FESTIVAL DE PARINTINS.

Boticario eu te amooooooooo",1
Decepção com a Boticário tá alta,-1
Lançamento de body splash de morango ruby da Boticário 😏😏😏😏😏,0
"Quem por ventura quiser comprar BOTICÁRIO, comprem comigo por gentileza ok meus amigos, agradecido",0
Já estou louco por esse lançamento da o Boticário 🥰,1
Grupo Boticário quer lançar batom com aplicação automática https://t.co/1Wd2PqHmTo,0
@oBoticario Dona O Boticário esses ✨ me dá gatilhos✨ chama pra publi o dono do ✨ 🥴🥴🥴,0
"✨ Recado para quem chama a firma de A/DA Boticário: amo vocês, mas o correto é O/DO Boticário ✨ 

Me sigam para mais dicas 😌",0
"@amaribrunozzi Eu trabalho pro boticário, se quiser minha vaga é sua",0
O Boticário tem todo meu coração ❤️ https://t.co/edKn9doNEG,1
"mds que ódio,gastei 30 conto no corretivo da boticário pra embalagem ser do tamanho do meu dedo mindinho

mds capitalismo vc me pagaaaaaaaaaaaaa",-1
preciso desinstalar os apps da shein shopee netshoes dafiti zattini renner amazon mercado livre c&amp;a boticário kanui tô me passando já,0
O Boticário celebra o retorno do Festival de Parintins com apoio oficial às apresentações dos Bois Garantido e Caprichoso na arena https://t.co/Zx3Fkg96FA,0
"minha mãe tem praticamente o boticário todinho no armário, todos os produtos lily e n deixa nem chegar perto 🤧",0
A @RebeccaOficial  está belíssima nessa campanha do Boticário,1
hj eu esqueci minha garrafinha no trabalho e voltei pra pegar dps passei no boticario e esqueci a garrafinha la voltei no boticário pra trocar o produto e pegar a garrafinha e esqueci de pegar de novo  POR DEUS,0
ganhei um kit maravilhoso de cabelo da boticário 😍,1
Nativa SPA Morango Ruby: nova linha do Boticário traz a sofisticação do morango e vitamina C https://t.co/Vx6boWytPc,0
Impossível entrar na boticário  e sair apenas com um perfume,0
"Em dois dias eu assinei uau Box, fiz compra na shein, fiz compra no boticário e comprei livros 🤡",0
"@FelippeB5 @AleksandrArt93 @WellensonF @GeracaodeValor Parça, pode vender Jequiti, Contem 1 grama, chocolate, salgados, Boticário, marmita, fazer Uber no fds, garçom tbm no fds, pode criar e vender frango assado, etc etc. Passa fome só quem não tem conhecimento. E é examente o que estão tentando impedir, o conhecimento financeiro.",0
"@gabrielaponntes Ver você falando isso, me lembrei da única vaga em organizacional que me inscrevi na vida que foi para auxiliar nas questões de diversidade do grupo boticário, cara fiquei besta com vaga sério, trabalharia fácil nessa área.",0
💄 Cupom Boticário: https://t.co/aTiVjWKtbY,0
"@desfavoritada Nossa, pois é!! Também experimentei e não curti, acabei não comprando. Esse da Boticário super durou no dia que testei, agora que comprei achei que não tem fixação. Mas enfim, vou insistir um pouco kkkkk",-1
@quasemiss Hidratante Lily de O Boticário. Adormece e acorda cheirosa.,1
Conheci uma moça que vende Boticário já comprei 3 perfumes ☺️,1
Doida pra saber como é o cheiro do lançamento da O boticário,0
"Vcs já devem estar sabendo do Lançamento Nativa SPA Morango Ruby, né? A nova linha O Boticário promete a potência da Vitamina C na nossa rotina! Já quero experimentar e vcs? O melhor é que tem promo com 20% OFF + Frete Grátis! ➡️ https://t.co/MaF8Q3VeEb Aproveita!
Validade: 30/06 https://t.co/XuLjWeyXKL",0
"Natura, Unilever, Ypê: Veja o ranking das marcas mais reconhecidas pelo ESG no Brasil
#BancodoBrasil #Boticário #Coca-Cola
https://t.co/bfaMzJyxmn",0
Toda vez eu saio da boticário mais pobre do que eu já sou,0
"@giulerda Amiga comprei um na riachuelo, da everlast. O boticário deixou 100% a desejar.",0
"me inscrevi pra uma vaga no boticário se for pra ser, vai ser",0
"Tem promo de Kits de Presente O Boticário também! Lista mara com até 35% de desconto! ➡️ https://t.co/j7i3Nfgkdq Estoque limitado, xuxu! Só vai!
Validade: 30/06/22
#perfumaria #perfume https://t.co/aSQgv911VK",0
"Tem achadinho Boti tbm!
✨Kit Quasar O Boticário de R$72,90 por R$45,90 ➡️ https://t.co/hkzlBYembD Aproveita!
Validade: 30/06/22 https://t.co/oMSSSnC90M",0
vou mandar email todo dia pro o boticario ate eles voltarem a fazer meu perfume favorito,0
"@omelete Prevejo mais um boicote pela direita. Depois de boticário, MC Donalds, Carro Polo, entre tantos outros. Logo menos eles estarão vivendo em uma caverna.",0
Eudora e o Boticário são as melhores marcas,1
"Amando esse cuide se bem de pêssego da boticário 
E odiei o da vaquinha",0
não resisti eu comprei mais um kit da Boticário mês q vem o surto vem com a fatura,-1
